Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hawthorn,54 Manningtree Road,4,h,2100000.0,S,hockingstuart,2017-05-20,4.6,3122,4,1,2,383.0,151.96764988779805,1964,Boroondara,-37.8237,145.0311,Southern Metropolitan,11308
Hawthorn,10/352 Auburn Road,2,u,560000.0,SP,R&H,2017-04-22,4.6,3122,2,1,0,82.3,82.3,1960,Boroondara,-37.832,145.0431,Southern Metropolitan,11308
Hawthorn East,25 Myrniong Grove,5,h,3750000.0,VB,Woodards,2017-05-06,7.5,3123,5,3,4,858.0,151.96764988779805,1964,Boroondara,-37.8395,145.0534,Southern Metropolitan,6482
Hawthorn East,36 Anderson Road,3,u,780000.0,S,Jellis,2017-04-08,7.5,3123,3,1,1,151.96764988779805,151.96764988779805,1964,Boroondara,-37.8414,145.0505,Southern Metropolitan,6482
Hawthorn East,6/36 Auburn Grove,2,u,500000.0,SP,Marshall,2017-04-08,7.5,3123,2,1,1,710.0,151.96764988779805,1964,Boroondara,-37.8259,145.0483,Southern Metropolitan,6482
Hawthorn East,4/26 Redfern Road,3,t,1264000.0,S,hockingstuart,2017-04-08,7.5,3123,3,2,2,187.0,187.0,2010,Boroondara,-37.8302,145.0527,Southern Metropolitan,6482
Hawthorn East,480 Riversdale Road,2,u,1462000.0,S,Jellis,2017-04-08,7.5,3123,2,2,3,151.96764988779805,151.96764988779805,1964,Boroondara,-37.8315,145.0559,Southern Metropolitan,6482
Hawthorn East,8/107 Victoria Road,1,u,440000.0,S,Jellis,2017-04-08,7.5,3123,1,1,1,2306.0,151.96764988779805,1970,Boroondara,-37.8227,145.0528,Southern Metropolitan,6482
Hawthorn East,15 Broomfield Road,3,h,1575000.0,S,Jellis,2017-05-13,7.5,3123,3,1,0,305.0,151.96764988779805,1964,Boroondara,-37.8309,145.0451,Southern Metropolitan,6482
Hawthorn East,8 Fairmount Road,2,h,1320000.0,S,Jellis,2017-05-13,7.5,3123,2,1,3,325.0,151.96764988779805,1964,Boroondara,-37.8355,145.04399999999995,Southern Metropolitan,6482
Hawthorn East,41 Leura Grove,4,h,3600000.0,VB,Jellis,2017-05-13,7.5,3123,4,3,2,667.0,310.0,1988,Boroondara,-37.8374,145.0511,Southern Metropolitan,6482
Hawthorn East,13 Pleasant Road,4,h,2425000.0,PI,Real,2017-05-13,7.5,3123,4,2,2,729.0,278.0,1964,Boroondara,-37.8343,145.0488,Southern Metropolitan,6482
Hawthorn East,2 Widford Street,3,h,1890000.0,S,Marshall,2017-05-13,7.5,3123,3,2,2,224.0,151.96764988779805,1964,Boroondara,-37.8368,145.0508,Southern Metropolitan,6482
Hawthorn East,24 Wiseman Street,1,u,400500.0,S,Bekdon,2017-05-13,7.5,3123,1,1,1,71.0,151.96764988779805,1964,Boroondara,-37.8372,145.0433,Southern Metropolitan,6482
Hawthorn East,1/27 Auburn Grove,3,h,1405000.0,S,Kay,2017-05-20,7.5,3123,3,2,2,185.0,185.0,1985,Boroondara,-37.8255,145.0481,Southern Metropolitan,6482
Hawthorn East,35 Auburn Grove,3,h,2102000.0,S,Noel,2017-05-20,7.5,3123,3,2,1,271.0,126.0,1964,Boroondara,-37.8256,145.0486,Southern Metropolitan,6482
Hawthorn East,16/330 Riversdale Road,2,u,435000.0,S,RT,2017-05-20,7.5,3123,2,1,1,1536.0,151.96764988779805,1964,Boroondara,-37.8307,145.0493,Southern Metropolitan,6482
Hawthorn East,2/24 Selwood Street,1,u,375000.0,S,Jellis,2017-05-20,7.5,3123,1,1,1,151.96764988779805,151.96764988779805,1960,Boroondara,-37.8362,145.0543,Southern Metropolitan,6482
Hawthorn East,1/21 Auburn Grove,2,u,555000.0,S,Marshall,2017-04-29,7.5,3123,2,1,2,64.0,64.0,1970,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482
Hawthorn East,6/787 Burwood Road,2,u,532000.0,S,Marshall,2017-04-29,7.5,3123,2,1,1,151.96764988779805,151.96764988779805,1964,Boroondara,-37.8244,145.0517,Southern Metropolitan,6482
Heidelberg,47 Beverley Road,4,h,1450000.0,PI,Miles,2017-05-06,10.6,3084,4,3,2,952.0,151.96764988779805,1967,Banyule,-37.7511,145.0772,Eastern Metropolitan,2890
Heidelberg,74 Brown Street,3,h,1340000.0,S,Darren,2017-04-08,10.6,3084,3,2,0,600.0,151.96764988779805,1964,Banyule,-37.7523,145.0676,Eastern Metropolitan,2890
Heidelberg,3/56 Banksia Street,2,t,630000.0,S,Miles,2017-05-20,10.6,3084,2,1,1,86.0,151.96764988779805,1964,Banyule,-37.7586,145.0629,Eastern Metropolitan,2890
Heidelberg,29 Martin Street,3,h,1271000.0,S,Fletchers,2017-04-22,10.6,3084,3,2,2,330.0,171.0,2008,Banyule,-37.7524,145.06,Eastern Metropolitan,2890
Heidelberg,89 Rosanna Road,4,u,610000.0,S,Philip,2017-04-22,10.6,3084,4,3,2,152.0,151.96764988779805,1980,Banyule,-37.7505,145.0703,Eastern Metropolitan,2890
Heidelberg Heights,53 Lloyd Street,2,h,910000.0,S,Haughton,2017-05-06,10.5,3081,2,1,2,733.0,151.96764988779805,1964,Banyule,-37.7442,145.0528,Eastern Metropolitan,2947
Heidelberg Heights,14 Shelley Street,2,h,665000.0,S,Jellis,2017-05-06,10.5,3081,2,1,1,263.0,84.0,1992,Banyule,-37.7428,145.0511,Eastern Metropolitan,2947
Heidelberg Heights,2/76 Porter Road,3,t,575000.0,S,Noel,2017-04-08,10.5,3081,3,1,2,192.0,91.0,1995,Banyule,-37.7388,145.0581,Eastern Metropolitan,2947
Heidelberg Heights,1 Lloyd Street,4,h,706000.0,SP,Nelson,2017-04-08,10.5,3081,4,1,2,374.0,113.0,1940,Banyule,-37.7437,145.0506,Eastern Metropolitan,2947
Heidelberg Heights,18 Francis Street,2,h,780000.0,S,Barry,2017-05-20,10.5,3081,2,1,1,433.0,151.96764988779805,1964,Banyule,-37.7521,145.0516,Eastern Metropolitan,2947
Heidelberg Heights,1/55 Outhwaite Road,3,t,601000.0,S,Fletchers,2017-05-20,10.5,3081,3,2,2,200.0,151.96764988779805,1964,Banyule,-37.7399,145.054,Eastern Metropolitan,2947
Heidelberg Heights,96 Southern Road,3,h,805000.0,S,Barry,2017-05-20,10.5,3081,3,1,0,592.0,151.96764988779805,1964,Banyule,-37.7421,145.0487,Eastern Metropolitan,2947
Heidelberg Heights,18 Swanston Street,2,h,690000.0,VB,Barry,2017-05-20,10.5,3081,2,1,0,563.0,151.96764988779805,1964,Banyule,-37.7383,145.0555,Eastern Metropolitan,2947
Heidelberg Heights,23 Flinders Street,2,h,682000.0,S,Barry,2017-04-22,10.5,3081,2,1,0,341.0,151.96764988779805,1964,Banyule,-37.7366,145.0509,Eastern Metropolitan,2947
Heidelberg Heights,79 Shelley Street,3,h,657000.0,S,Jellis,2017-04-22,10.5,3081,3,1,1,317.0,95.0,1950,Banyule,-37.7397,145.0513,Eastern Metropolitan,2947
Heidelberg Heights,382 Waterdale Road,3,u,630000.0,SP,Miles,2017-04-29,10.5,3081,3,2,1,123.0,123.0,2015,Banyule,-37.7502,145.0465,Eastern Metropolitan,2947
Heidelberg West,3 Leyte Parade,3,h,880000.0,S,Haughton,2017-05-06,9.4,3081,3,1,2,689.0,151.96764988779805,1964,Banyule,-37.7382,145.0451,Eastern Metropolitan,2674
Heidelberg West,330 Liberty Parade,3,h,687000.0,S,Haughton,2017-05-06,9.4,3081,3,1,2,489.0,151.96764988779805,1964,Banyule,-37.7364,145.0379,Eastern Metropolitan,2674
Heidelberg West,316 Liberty Parade,2,h,650000.0,S,Haughton,2017-04-08,9.4,3081,2,1,2,465.0,81.0,1960,Banyule,-37.7369,145.0371,Eastern Metropolitan,2674
Heidelberg West,25 Gona Street,3,h,855000.0,S,Barry,2017-04-08,9.4,3081,3,1,2,658.0,99.0,1960,Banyule,-37.7445,145.0386,Eastern Metropolitan,2674
Heidelberg West,6 Normanby Court,2,h,613000.0,S,Barry,2017-05-13,9.4,3081,2,1,0,391.0,74.0,1960,Banyule,-37.7349,145.0398,Eastern Metropolitan,2674
Heidelberg West,377 Liberty Parade,3,h,640000.0,S,hockingstuart,2017-05-20,9.4,3081,3,1,2,476.0,200.0,1956,Banyule,-37.7339,145.0405,Eastern Metropolitan,2674
Heidelberg West,8 Malahang Parade,1,h,442000.0,S,Barry,2017-05-20,9.4,3081,1,1,0,290.0,151.96764988779805,1964,Banyule,-37.7434,145.0468,Eastern Metropolitan,2674
Heidelberg West,1 Normanby Court,3,h,810000.0,S,Barry,2017-04-22,9.4,3081,3,2,0,747.0,151.96764988779805,1964,Banyule,-37.7348,145.0402,Eastern Metropolitan,2674
Heidelberg West,171 Southern Road,3,h,950000.0,S,William,2017-04-22,9.4,3081,3,1,3,695.0,151.96764988779805,1964,Banyule,-37.7416,145.0406,Eastern Metropolitan,2674
Heidelberg West,15 Tarakan Street,4,h,725000.0,S,Miles,2017-04-29,9.4,3081,4,1,2,585.0,151.96764988779805,1964,Banyule,-37.7469,145.0448,Eastern Metropolitan,2674
Hughesdale,3/36 Barkly Street,3,t,998000.0,S,Ray,2017-04-08,13.0,3166,3,2,2,246.0,151.96764988779805,2000,Monash,-37.9031,145.0804,Southern Metropolitan,3145
Hughesdale,1/547 Neerim Road,4,t,1340000.0,S,Mandy,2017-05-13,13.0,3166,4,4,2,370.0,255.79,2006,Monash,-37.8919,145.0781,Southern Metropolitan,3145
Hughesdale,11 Euston Road,4,h,2190000.0,S,Purplebricks,2017-05-20,13.0,3166,4,3,4,695.0,151.96764988779805,1964,Monash,-37.8938,145.0785,Southern Metropolitan,3145
Hughesdale,1077 North Road,2,h,720000.0,SA,Buxton,2017-04-29,13.0,3166,2,1,2,795.0,151.96764988779805,1964,Monash,-37.9087,145.0799,Southern Metropolitan,3145
Ivanhoe,4 Edwin Street,3,h,990000.0,S,Nelson,2017-05-06,7.9,3079,3,2,2,377.0,151.96764988779805,1940,Banyule,-37.7573,145.0496,Eastern Metropolitan,5549
Ivanhoe,47 Waterdale Road,4,h,1410000.0,S,Barry,2017-05-06,7.9,3079,4,2,1,449.0,252.0,1945,Banyule,-37.777,145.0414,Eastern Metropolitan,5549
Ivanhoe,69 Ford Street,3,h,970000.0,S,Miles,2017-04-08,7.9,3079,3,1,4,459.0,151.96764988779805,1964,Banyule,-37.7639,145.0377,Eastern Metropolitan,5549
Ivanhoe,55 Livingstone Street,4,h,1650000.0,PI,Miles,2017-04-08,7.9,3079,4,2,1,589.0,185.0,1910,Banyule,-37.7671,145.037,Eastern Metropolitan,5549
Ivanhoe,39 Thoresby Grove,4,h,3020000.0,S,Miles,2017-04-08,7.9,3079,4,2,1,1250.0,151.96764988779805,1964,Banyule,-37.7639,145.0506,Eastern Metropolitan,5549
Ivanhoe,128 Bond Street,5,h,1689000.0,S,Nelson,2017-05-13,7.9,3079,5,2,2,633.0,151.96764988779805,1964,Banyule,-37.7615,145.0309,Eastern Metropolitan,5549
Ivanhoe,1075-1087 Heidelberg Road,2,h,690000.0,VB,Miles,2017-05-13,7.9,3079,2,1,1,1465.0,151.96764988779805,1964,Banyule,-37.7735,145.0403,Eastern Metropolitan,5549
Ivanhoe,3 Sylvan Court,3,h,1851000.0,S,Jellis,2017-05-13,7.9,3079,3,2,2,618.0,215.0,1960,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549
Ivanhoe,2/24 Abbotsford Grove,3,u,1110000.0,S,Miles,2017-05-20,7.9,3079,3,2,1,366.0,151.96764988779805,1964,Banyule,-37.7701,145.0385,Eastern Metropolitan,5549
Ivanhoe,47 Norman Street,3,t,1060000.0,S,Purplebricks,2017-04-29,7.9,3079,3,0,0,219.0,151.96764988779805,1980,Banyule,-37.7679,145.0466,Eastern Metropolitan,5549
Ivanhoe East,5 Robinhood Road,2,h,2100000.0,S,Miles,2017-05-06,9.0,3079,2,1,2,1003.0,151.96764988779805,1964,Banyule,-37.7752,145.0579,Eastern Metropolitan,1554
Ivanhoe East,325 The Boulevard,5,h,2325000.0,PI,Jellis,2017-05-13,9.0,3079,5,3,2,737.0,325.0,2008,Banyule,-37.7794,145.0647,Eastern Metropolitan,1554
Ivanhoe East,475 The Boulevard,3,h,2400000.0,VB,Miles,2017-05-13,9.0,3079,3,2,2,1132.0,240.0,1950,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554
Ivanhoe East,15 Longstaff Street,3,h,1740000.0,S,Nelson,2017-05-20,9.0,3079,3,1,2,792.0,151.96764988779805,1964,Banyule,-37.774,145.0654,Eastern Metropolitan,1554
Kealba,7 Donnelly Court,4,h,646000.0,S,Ray,2017-04-29,15.0,3021,4,2,2,658.0,198.0,1980,Brimbank,-37.7358,144.8217,Western Metropolitan,1202
Kealba,14 Rowan Drive,3,h,570000.0,S,Barry,2017-04-29,15.0,3021,3,1,2,557.0,151.96764988779805,1964,Brimbank,-37.7279,144.8224,Western Metropolitan,1202
Keilor East,63 Park Drive,3,h,843000.0,S,Nelson,2017-04-08,12.8,3033,3,2,4,573.0,176.0,1980,Moonee Valley,-37.7473,144.8555,Western Metropolitan,5629
Keilor East,188 Rachelle Road,3,h,835000.0,S,Brad,2017-04-08,12.8,3033,3,2,2,700.0,126.0,1980,Moonee Valley,-37.7322,144.8722,Western Metropolitan,5629
Keilor East,3/50 Maintenance Track,2,u,490000.0,SP,hockingstuart,2017-05-13,12.8,3033,2,1,2,220.0,151.96764988779805,2001,Moonee Valley,-37.7346,144.8584,Western Metropolitan,5629
Keilor East,12 Cecelia Drive,3,h,745000.0,S,Nelson,2017-05-13,12.8,3033,3,1,1,535.0,134.0,1980,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629
Keilor East,3 Pennington Street,3,h,941000.0,S,Harcourts,2017-05-13,12.8,3033,3,1,1,703.0,111.0,1965,Moonee Valley,-37.746,144.8651,Western Metropolitan,5629
Keilor East,52 Prospect Drive,3,h,738000.0,S,Moonee,2017-05-13,12.8,3033,3,1,4,546.0,151.96764988779805,1964,Moonee Valley,-37.7486,144.8565,Western Metropolitan,5629
Keilor East,17 Janet Street,3,h,912000.0,S,Nelson,2017-05-20,12.8,3033,3,1,3,660.0,151.96764988779805,1964,Moonee Valley,-37.7466,144.8707,Western Metropolitan,5629
Keilor East,1/77 Lincoln Drive,3,t,745000.0,S,Barry,2017-05-20,12.8,3033,3,2,1,224.0,151.96764988779805,1964,Moonee Valley,-37.7426,144.868,Western Metropolitan,5629
Keilor East,12 Mainridge Vista,2,t,570000.0,SP,Nelson,2017-04-29,12.8,3033,2,2,2,55.0,151.96764988779805,1964,Moonee Valley,-37.7388,144.8767,Western Metropolitan,5629
Keilor East,19 Tuppal Place,4,h,885000.0,S,Nelson,2017-04-29,12.8,3033,4,2,2,814.0,151.96764988779805,1964,Moonee Valley,-37.7317,144.8619,Western Metropolitan,5629
Kew,23 Uvadale Grove,5,h,3800000.0,VB,Jellis,2017-05-06,5.6,3101,5,5,3,609.0,424.0,1970,Boroondara,-37.8064,145.0451,Southern Metropolitan,10331
Kew,4/110 Walpole Street,2,u,700000.0,SP,Jellis,2017-05-06,5.6,3101,2,1,1,151.96764988779805,151.96764988779805,1964,Boroondara,-37.7977,145.0333,Southern Metropolitan,10331
Kew,6/87 Earl Street,3,t,752000.0,S,hockingstuart,2017-04-08,5.6,3101,3,2,2,102.0,102.0,1980,Boroondara,-37.794,145.033,Southern Metropolitan,10331
Kew,62 Hutchinson Drive,3,t,690000.0,S,McGrath,2017-04-08,5.6,3101,3,1,2,111.0,3.0,1872,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331
Kew,25/912 Glenferrie Road,1,u,468000.0,S,hockingstuart,2017-05-13,5.6,3101,1,1,1,151.96764988779805,151.96764988779805,1964,Boroondara,-37.8083,145.0382,Southern Metropolitan,10331
Kew,48 Malin Street,4,h,2600000.0,S,Marshall,2017-05-13,5.6,3101,4,2,0,320.0,186.36,1920,Boroondara,-37.8127,145.0451,Southern Metropolitan,10331
Kew,3 Mawson Street,5,h,4515000.0,S,Marshall,2017-05-13,5.6,3101,5,4,2,800.0,490.0,2012,Boroondara,-37.8147,145.0571,Southern Metropolitan,10331
Kew,7 Molesworth Street,5,h,3160000.0,S,Marshall,2017-05-13,5.6,3101,5,5,2,811.0,151.96764988779805,1964,Boroondara,-37.8013,145.028,Southern Metropolitan,10331
Kew,2/64 Normanby Road,2,u,820000.0,PI,Noel,2017-05-13,5.6,3101,2,1,1,826.0,95.0,1960,Boroondara,-37.805,145.0546,Southern Metropolitan,10331
Kew,199 Barkers Road,4,h,2150000.0,S,Marshall,2017-05-20,5.6,3101,4,4,2,543.0,151.96764988779805,1964,Boroondara,-37.8144,145.0358,Southern Metropolitan,10331
Kew,21 Churchill Street,3,h,1965000.0,S,hockingstuart,2017-05-20,5.6,3101,3,1,2,813.0,151.96764988779805,1964,Boroondara,-37.7993,145.0451,Southern Metropolitan,10331
Kew,34 Davis Street,5,h,2425000.0,SP,Marshall,2017-05-20,5.6,3101,5,3,1,520.0,151.96764988779805,1964,Boroondara,-37.8101,145.0464,Southern Metropolitan,10331
Kew,8/48 Derby Street,2,u,643000.0,S,Jellis,2017-05-20,5.6,3101,2,1,1,151.96764988779805,151.96764988779805,1960,Boroondara,-37.8018,145.0376,Southern Metropolitan,10331
Kew,3/89 Earl Street,3,t,835000.0,S,Hall,2017-05-20,5.6,3101,3,2,2,247.0,147.2,2007,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331
Kew,3/38 Pakington Street,2,u,736000.0,S,Marshall,2017-04-22,5.6,3101,2,1,1,964.0,151.96764988779805,1960,Boroondara,-37.8022,145.035,Southern Metropolitan,10331
Kew East,6 Westbrook Street,2,u,590000.0,VB,Jellis,2017-05-20,7.5,3102,2,1,1,838.0,70.0,1970,Boroondara,-37.7974,145.0526,Southern Metropolitan,2671
Kew East,136 Kilby Road,3,h,1402000.0,S,Nelson,2017-04-22,7.5,3102,3,2,2,422.0,120.0,1950,Boroondara,-37.7927,145.056,Southern Metropolitan,2671
Kew East,3/1230 Old Burke Road,3,t,1205000.0,S,hockingstuart,2017-04-22,7.5,3102,3,2,2,270.0,151.96764988779805,1964,Boroondara,-37.7864,145.0631,Southern Metropolitan,2671
Kingsville,87 Chirnside Street,3,h,1190000.0,SP,Village,2017-05-13,7.8,3012,3,1,1,276.0,105.0,1925,Maribyrnong,-37.8082,144.8828,Western Metropolitan,1808
Kingsville,100 Coronation Street,4,h,1205000.0,S,hockingstuart,2017-05-20,7.8,3012,4,1,1,318.0,145.0,1960,Maribyrnong,-37.8105,144.8803,Western Metropolitan,1808
Kingsville,363 Geelong Road,3,h,860000.0,SP,Village,2017-04-29,7.8,3012,3,1,3,555.0,168.0,1940,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808
Maidstone,45 Ballarat Road,3,h,760000.0,PI,Biggin,2017-04-08,9.2,3012,3,1,2,584.0,151.96764988779805,1964,Maribyrnong,-37.7858,144.8757,Western Metropolitan,3873
Maidstone,25 Thomson Street,3,h,873000.0,S,Biggin,2017-05-13,9.2,3012,3,1,2,625.0,151.96764988779805,1964,Maribyrnong,-37.7876,144.8752,Western Metropolitan,3873
Maidstone,3 Ballarat Road,2,h,640000.0,PI,Sweeney,2017-05-20,9.2,3012,2,1,2,206.0,151.96764988779805,1964,Maribyrnong,-37.7887,144.8828,Western Metropolitan,3873
Maidstone,11 Eucalyptus Drive,3,t,680000.0,VB,Biggin,2017-05-20,9.2,3012,3,3,2,2787.0,151.96764988779805,2012,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873
Maidstone,54 Mitchell Street,3,h,725000.0,S,Biggin,2017-05-20,9.2,3012,3,2,2,260.0,151.96764988779805,1964,Maribyrnong,-37.7825,144.8833,Western Metropolitan,3873
Maidstone,18 Pullar Street,2,h,472500.0,S,Burnham,2017-05-20,9.2,3012,2,1,0,315.0,89.0,1990,Maribyrnong,-37.7835,144.8723,Western Metropolitan,3873
Maidstone,1/1 Clarendon Street,3,t,675000.0,S,Biggin,2017-04-22,9.2,3012,3,2,2,159.0,128.0,2016,Maribyrnong,-37.785,144.8673,Western Metropolitan,3873
Maidstone,15/15 Eucalyptus Drive,2,u,405000.0,SP,Pagan,2017-04-22,9.2,3012,2,2,1,2787.0,75.0,2013,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873
Maidstone,2/6 Spurling Street,4,t,838000.0,S,Sweeney,2017-04-29,9.2,3012,4,2,2,294.0,194.0,1964,Maribyrnong,-37.7844,144.8758,Western Metropolitan,3873
Maidstone,12 Winston Street,3,h,930000.0,SP,Biggin,2017-04-29,9.2,3012,3,1,2,660.0,88.0,1955,Maribyrnong,-37.7851,144.8654,Western Metropolitan,3873
Malvern,5/11 Johnstone Street,1,u,365000.0,SP,hockingstuart,2017-05-06,7.4,3144,1,1,1,46.0,46.0,1960,Stonnington,-37.8691,145.0345,Southern Metropolitan,4675
Malvern,14 Norfolk Place,2,t,1000000.0,VB,Jellis,2017-05-06,7.4,3144,2,2,1,156.0,151.96764988779805,1964,Stonnington,-37.8486,145.0321,Southern Metropolitan,4675
Malvern,11/5 Warner Street,1,u,456000.0,S,Jellis,2017-05-06,7.4,3144,1,1,1,4721.0,151.96764988779805,1964,Stonnington,-37.8515,145.0372,Southern Metropolitan,4675
Malvern,7 Claremont Avenue,3,h,2250000.0,S,Marshall,2017-05-13,7.4,3144,3,2,2,192.0,191.0,2010,Stonnington,-37.8654,145.0297,Southern Metropolitan,4675
Malvern,19 Gordon Grove,3,h,2000000.0,VB,Jellis,2017-05-13,7.4,3144,3,1,2,360.0,151.96764988779805,1964,Stonnington,-37.8636,145.0301,Southern Metropolitan,4675
Malvern East,53 Chadstone Road,3,h,2250000.0,S,Fletchers,2017-05-06,11.2,3145,3,1,2,840.0,170.0,1950,Stonnington,-37.883,145.0791,Southern Metropolitan,8801
Malvern East,29 Kerferd Street,4,h,3200000.0,S,Marshall,2017-04-08,11.2,3145,4,2,2,709.0,214.0,1910,Stonnington,-37.8693,145.0423,Southern Metropolitan,8801
Malvern East,1958 Malvern Road,3,h,1380000.0,S,Buxton,2017-04-08,11.2,3145,3,1,2,572.0,151.96764988779805,1964,Stonnington,-37.8757,145.066,Southern Metropolitan,8801
Malvern East,7/696 Waverley Road,1,u,267500.0,S,Ray,2017-04-08,11.2,3145,1,1,1,2410.0,151.96764988779805,1964,Stonnington,-37.8779,145.0873,Southern Metropolitan,8801
Malvern East,1415 Dandenong Road,4,h,1290000.0,S,Buxton,2017-05-13,11.2,3145,4,2,2,395.0,151.96764988779805,1964,Stonnington,-37.8914,145.0842,Southern Metropolitan,8801
Malvern East,17 Tooronga Road,3,h,2020000.0,S,Marshall,2017-05-13,11.2,3145,3,2,2,711.0,196.0,1915,Stonnington,-37.8723,145.0387,Southern Metropolitan,8801
Malvern East,1/29 Grant Street,2,u,1211000.0,S,Ray,2017-05-20,11.2,3145,2,1,1,259.0,99.0,1970,Stonnington,-37.8718,145.0526,Southern Metropolitan,8801
Malvern East,25 Quentin Road,4,h,1380000.0,S,hockingstuart,2017-05-20,11.2,3145,4,2,2,230.0,178.0,2007,Stonnington,-37.8806,145.0831,Southern Metropolitan,8801
Malvern East,2 Rotherwood Drive,4,h,1715157.0,S,Jellis,2017-05-20,11.2,3145,4,3,2,380.0,160.0,2008,Stonnington,-37.8792,145.0869,Southern Metropolitan,8801
Malvern East,15 Winton Road,4,t,1510000.0,S,Jellis,2017-05-20,11.2,3145,4,3,2,274.0,225.98,1964,Stonnington,-37.87300000000001,145.0664,Southern Metropolitan,8801
Malvern East,414 Karma Avenue,3,h,1220000.0,S,Jellis,2017-04-29,11.2,3145,3,1,2,446.0,134.0,1980,Stonnington,-37.8784,145.0654,Southern Metropolitan,8801
Malvern East,17 Winton Road,4,h,1465000.0,S,Fletchers,2017-04-29,11.2,3145,4,2,2,559.0,151.96764988779805,1964,Stonnington,-37.87300000000001,145.0665,Southern Metropolitan,8801
Maribyrnong,8 Parade Square,2,t,431000.0,S,Raine,2017-04-08,8.7,3032,2,1,1,151.96764988779805,151.96764988779805,1964,Maribyrnong,-37.7722,144.8807,Western Metropolitan,4918
Maribyrnong,6 High Court,5,h,1620000.0,S,Biggin,2017-04-29,8.7,3032,5,3,2,601.0,274.0,2001,Maribyrnong,-37.7637,144.8843,Western Metropolitan,4918
Melbourne,"Shop 3, 391 Little Lonsdale Street",1,u,432000.0,S,Greg,2017-05-06,2.8,3000,1,1,1,151.96764988779805,151.96764988779805,2001,Melbourne,-37.8116,144.9603,Northern Metropolitan,17496
Melbourne,661 Bourke Street,4,u,1850000.0,VB,hockingstuart,2017-04-08,2.8,3000,4,2,1,213.0,213.0,1938,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496
Melbourne,380 Little Lonsdale Street,1,u,333000.0,SP,Biggin,2017-04-08,2.8,3000,1,1,0,41.0,41.0,2010,Melbourne,-37.8122,144.9582,Northern Metropolitan,17496
Melbourne,402/455 Franklin Street,2,u,452000.0,S,RT,2017-05-13,2.8,3000,2,1,0,60.0,60.0,2006,Melbourne,-37.8084,144.9602,Northern Metropolitan,17496
Melbourne,275-285 Exhibition Street,3,u,895000.0,S,hockingstuart,2017-04-22,2.8,3000,3,2,3,151.96764988779805,151.96764988779805,1964,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496
Melbourne,517 Flinders Lane,1,u,275000.0,VB,Whiting,2017-04-22,2.8,3000,1,1,0,52.0,52.0,2000,Melbourne,-37.8199,144.9558,Northern Metropolitan,17496
Melbourne,565 Flinders Street,2,u,683000.0,S,MICM,2017-04-22,2.8,3000,2,2,1,1136.0,88.0,2009,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496
Melbourne,204/300 Little Lonsdale Street,2,u,640000.0,VB,Greg,2017-04-22,2.8,3000,2,1,1,66.0,66.0,2005,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496
Mont Albert,8 Gawler Court,4,h,1865000.0,S,Fletchers,2017-05-06,11.8,3127,4,2,2,609.0,151.96764988779805,1964,Whitehorse,-37.8149,145.11,Eastern Metropolitan,2079
Mont Albert,1 Howson Court,4,h,2100000.0,VB,Harcourts,2017-05-13,11.8,3127,4,2,5,719.0,271.0,1950,Whitehorse,-37.812,145.1082,Eastern Metropolitan,2079
Mont Albert,1/389 Mont Albert Road,2,u,442500.0,SP,Ham,2017-05-20,11.8,3127,2,1,1,151.96764988779805,151.96764988779805,1960,Whitehorse,-37.8212,145.1064,Eastern Metropolitan,2079
Mont Albert,47 View Street,3,h,1587000.0,S,Marshall,2017-05-20,11.8,3127,3,2,2,624.0,151.96764988779805,1964,Whitehorse,-37.8203,145.1105,Eastern Metropolitan,2079
Mont Albert,7 Grace Street,4,h,2365000.0,S,Marshall,2017-04-29,11.8,3127,4,2,2,636.0,151.96764988779805,1920,Whitehorse,-37.8127,145.107,Eastern Metropolitan,2079
Moonee Ponds,8/128 Park Street,1,u,296000.0,PI,Village,2017-05-06,6.9,3039,1,1,1,151.96764988779805,151.96764988779805,1964,Moonee Valley,-37.7605,144.9071,Western Metropolitan,6232
Moonee Ponds,31 Holberg Street,4,h,1531000.0,S,Rendina,2017-05-06,6.9,3039,4,2,3,508.0,151.96764988779805,1964,Moonee Valley,-37.7709,144.9338,Western Metropolitan,6232
Moonee Ponds,907/341 Ascot Vale Road,2,u,439000.0,S,Frank,2017-04-08,6.9,3039,2,1,1,70.0,70.0,2005,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232
